PAIS,ANO,DEWEY PRINCIPAL,ESCENARIO,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Guatemala,2025,600 - Tecnología (Ciencias aplicadas),espanol,INGLÉS,ESPAÑOL,F&G EDITORES DE GUATEMALA SOCIEDAD ANONIMA,1
Guatemala,2025,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ESPAÑOL,F&G EDITORES DE GUATEMALA SOCIEDAD ANONIMA,1
Guatemala,2025,800 - Literatura y retórica,espanol,POLACO,ESPAÑOL,"VASQUEZ VELASQUEZ, RENATO",3
Guatemala,2025,800 - Literatura y retórica,ingles,INGLÉS,MULTILINGÜE,GARE DE CREACION,1
Guatemala,2025,900 - Geografía e historia,espanol,INGLÉS,ESPAÑOL,GARE DE CREACION,1
Guatemala,2025,900 - Geografía e historia,espanol,INGLÉS,ESPAÑOL,"SOPHOS, S.A.",2
Guatemala,2025,900 - Geografía e historia,ingles,INGLÉS,ESPAÑOL,GARE DE CREACION,1
Guatemala,2025,900 - Geografía e historia,ingles,INGLÉS,ESPAÑOL,"SOPHOS, S.A.",2
Honduras,2010,0 - Generalidades,espanol,ESPAÑOL,ESPAÑOL,OBSERVATORIO DE DERECHOS DE LA NINEZ,1
Honduras,2010,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,OBSERVATORIO DE DERECHOS DE LA NINEZ,1
Honduras,2010,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,1
Honduras,2010,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,"TORRES LAZO, RAUL",1
Honduras,2010,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,WILLIAM GUILLERMO FRANCIS LEWIS (GUILLERMO YUSCARAN),1
Honduras,2010,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,1
Honduras,2010,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,"TORRES LAZO, RAUL",1
Honduras,2010,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,WILLIAM GUILLERMO FRANCIS LEWIS (GUILLERMO YUSCARAN),1
Honduras,2010,400  - Lenguas,espanol,INGLÉS,ESPAÑOL,INVERSIONES EDUCATIVAS DION S. DE R. L.,1
Honduras,2010,400  - Lenguas,ingles,INGLÉS,ESPAÑOL,INVERSIONES EDUCATIVAS DION S. DE R. L.,1
Honduras,2010,600 - Tecnología (Ciencias aplicadas),espanol,ESPAÑOL,ESPAÑOL,EDITORA Y LIBRERIA CULTURA S. DE R. L.,7
Honduras,2010,600 - Tecnología (Ciencias aplicadas),espanol,INGLÉS,ESPAÑOL,EDITORA Y LIBRERIA CULTURA S. DE R. L.,1
Honduras,2010,600 - Tecnología (Ciencias aplicadas),ingles,INGLÉS,ESPAÑOL,EDITORA Y LIBRERIA CULTURA S. DE R. L.,1
Honduras,2010,700 - Las Artes  Bellas artes y artes decorativas,espanol,ESPAÑOL,ESPAÑOL,CENTRO EDITOR ESCOLAR DE HONDURAS S.A.,1
Honduras,2010,700 - Las Artes  Bellas artes y artes decorativas,espanol,ESPAÑOL,ESPAÑOL,EDITORA Y LIBRERIA CULTURA S. DE R. L.,2
Honduras,2010,700 - Las Artes  Bellas artes y artes decorativas,espanol,ESPAÑOL,ESPAÑOL,EDITORIAL TRANSAMERICA,1
Honduras,2010,800 - Literatura y retórica,espanol,ESPAÑOL,ESPAÑOL,"DEL ARCA, MARCO TULIO",1
Honduras,2010,900 - Geografía e historia,espanol,INGLÉS,ESPAÑOL,"SHEREN, SHESTER A",1
Honduras,2010,900 - Geografía e historia,ingles,INGLÉS,ESPAÑOL,"SHEREN, SHESTER A",1
Honduras,2011,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,EDITORA Y LIBRERIA CULTURA S. DE R. L.,1
Honduras,2011,300 - Ciencias sociales,espanol,LENGUA NO DETERMINADA,ESPAÑOL,PLURAL. ORGANIZACION PARA LA CULTURA,1
Honduras,2011,600 - Tecnología (Ciencias aplicadas),espanol,ESPAÑOL,ESPAÑOL,CENTRO EDITORIAL S. DE R. L.,1
Honduras,2011,800 - Literatura y retórica,espanol,ESPAÑOL,ESPAÑOL,"CALLEJAS, EDUARDO",1
Honduras,2011,800 - Literatura y retórica,espanol,INGLÉS,ESPAÑOL,"CALLEJAS, EDUARDO",1
Honduras,2011,800 - Literatura y retórica,ingles,INGLÉS,ESPAÑOL,"CALLEJAS, EDUARDO",1
Honduras,2012,200 - Religión,espanol,ESPAÑOL,ESPAÑOL,FUNDACION COMAYAGUA COLONIAL,1
Honduras,2012,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,CENTRO EDITOR ESCOLAR DE HONDURAS S.A.,5
Honduras,2012,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,CENTRO EDITOR ESCOLAR DE HONDURAS S.A.,3
Honduras,2012,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,CENTRO EDITOR ESCOLAR DE HONDURAS S.A.,3
Honduras,2012,400  - Lenguas,espanol,ESPAÑOL,ESPAÑOL,EDITORA Y LIBRERIA CULTURA S. DE R. L.,6
Honduras,2012,400  - Lenguas,espanol,INGLÉS,ESPAÑOL,SECRETARIA DE EDUCACION-SUBSECRETARIA DE ASUNTOS TECNICO PEDAGOGICOS,1
Honduras,2012,400  - Lenguas,ingles,INGLÉS,ESPAÑOL,SECRETARIA DE EDUCACION-SUBSECRETARIA DE ASUNTOS TECNICO PEDAGOGICOS,1
Honduras,2012,400  - Lenguas,ingles,INGLÉS,INGLÉS,EDITORA Y LIBRERIA CULTURA S. DE R. L.,2
Honduras,2012,500 - Ciencias naturales y matemáticas,espanol,ESPAÑOL,ESPAÑOL,EDITORA Y LIBRERIA CULTURA S. DE R. L.,4
Honduras,2012,800 - Literatura y retórica,espanol,ESPAÑOL,ESPAÑOL,"VALLADARES DRAGO, MARVIN",1
Honduras,2012,800 - Literatura y retórica,ingles,INGLÉS,INGLÉS,"MIDENCE LINTON, JACK",1
Honduras,2012,900 - Geografía e historia,espanol,ESPAÑOL,ESPAÑOL,WILLIAM GUILLERMO FRANCIS LEWIS (GUILLERMO YUSCARAN),2
Honduras,2013,400 - Lenguas,espanol,INGLÉS,ESPAÑOL,EDICIONES GUARDABARRANCO,1
Honduras,2013,400 - Lenguas,ingles,INGLÉS,ESPAÑOL,EDICIONES GUARDABARRANCO,1
Honduras,2014,200 - Religión,espanol,ESPAÑOL,ESPAÑOL,RIGOBERTO RAMON RODRIGUEZ RAMIREZ,1
Honduras,2014,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,"HERNANDEZ VELASQUEZ, NADIR SMENOV",1
Honduras,2014,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,"HERNANDEZ VELASQUEZ, NADIR SMENOV",1
Honduras,2014,800 - Literatura y retórica,espanol,INGLÉS,ESPAÑOL,WILLIAM GUILLERMO FRANCIS LEWIS (GUILLERMO YUSCARAN),1
Honduras,2014,800 - Literatura y retórica,ingles,INGLÉS,ESPAÑOL,WILLIAM GUILLERMO FRANCIS LEWIS (GUILLERMO YUSCARAN),1
Honduras,2016,200 - Religión,espanol,INGLÉS,ESPAÑOL,CENTRO CRISTIANO INTERNACIONAL - PUBLICACIONES,2
Honduras,2016,200 - Religión,ingles,INGLÉS,ESPAÑOL,CENTRO CRISTIANO INTERNACIONAL - PUBLICACIONES,2
Honduras,2016,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,EDICIONES E IMPRECIONES SPACIO GRAFICO,1
Honduras,2016,500 - Ciencias naturales y matemáticas,espanol,ESPAÑOL,ESPAÑOL,EDICIONES E IMPRECIONES SPACIO GRAFICO,2
Honduras,2017,500 - Ciencias naturales y matemáticas,espanol,ESPAÑOL,ESPAÑOL,GAITAN GUZM&#;N MARINA ESTER,1
Honduras,2017,800 - Literatura y retórica,espanol,ESPAÑOL,ESPAÑOL,"BAHR, EDUARDO",1
Honduras,2017,800 - Literatura y retórica,espanol,ESPAÑOL,ESPAÑOL,"MELGAR, ALEXIS JAVIER",1
Honduras,2018,800 - Literatura y retórica,espanol,CHINO,ESPAÑOL,"SIMAN MAHOMAR, FRANCES LEONOR",1
Honduras,2018,800 - Literatura y retórica,espanol,ITALIANO,ESPAÑOL,"MALDONADO NUNEZ, ANDRES ARMANDO",1
Honduras,2018,900 - Geografía e historia,espanol,FRANCÉS,ESPAÑOL,DIRECCION DE INVESTIGACION CIENTIFICA Y POSGRADO,1
Honduras,2019,200 - Religión,espanol,PORTUGUÉS,ESPAÑOL,CENTRO CRISTIANO INTERNACIONAL - PUBLICACIONES,1
Honduras,2019,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,CENTRO CRISTIANO INTERNACIONAL - PUBLICACIONES,1
Honduras,2020,300 - Ciencias sociales,ingles,INGLÉS,MULTILINGÜE,"KENNEDY NAPKI, ROBERT BRUCE III",1
Honduras,2020,700 - Las Artes Bellas artes y artes decorativas,espanol,INGLÉS,ESPAÑOL,EDITORIAL ECCOS,1
Honduras,2020,700 - Las Artes Bellas artes y artes decorativas,ingles,INGLÉS,ESPAÑOL,EDITORIAL ECCOS,1
Honduras,2020,800 - Literatura y retórica,espanol,ESPAÑOL,ESPAÑOL,"AYALA CARDONA, UBENSE RAFAEL",1
Honduras,2020,800 - Literatura y retórica,espanol,INGLÉS,ESPAÑOL,"SIMAN MAHOMAR, FRANCES LEONOR",1
Honduras,2020,800 - Literatura y retórica,ingles,INGLÉS,ESPAÑOL,"SIMAN MAHOMAR, FRANCES LEONOR",1
Honduras,2020,900 - Geografía e historia,espanol,INGLÉS,ESPAÑOL,EDITORIAL UNIVERSITARIA,1
Honduras,2020,900 - Geografía e historia,ingles,INGLÉS,ESPAÑOL,EDITORIAL UNIVERSITARIA,1
Honduras,2020,900 - Geografía e historia,ingles,INGLÉS,MULTILINGÜE,"KENNEDY NAPKI, ROBERT BRUCE III",1
Honduras,2021,0 - Generalidades,espanol,INGLÉS,ESPAÑOL,DIRECCION DE INVESTIGACION CIENTIFICA Y POSGRADO,1
Honduras,2021,0 - Generalidades,ingles,INGLÉS,ESPAÑOL,DIRECCION DE INVESTIGACION CIENTIFICA Y POSGRADO,1
Honduras,2021,200 - Religión,espanol,ESPAÑOL,ESPAÑOL,"AYUSO HASBUN, PAMELA MARIA",1
Honduras,2021,200 - Religión,espanol,ESPAÑOL,ESPAÑOL,"GALVEZ MEJIA, ERNESTO",1
Honduras,2021,900 - Geografía e historia,espanol,FRANCÉS,ESPAÑOL,EDITORIAL UNIVERSITARIA,1
Honduras,2022,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,GUAYMURAS,1
Honduras,2022,300 - Ciencias sociales,espanol,PORTUGUÉS,ESPAÑOL,UNIVERSIDAD NACIONAL AUTONOMA DE HONDURAS- FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES,1
Honduras,2022,300 - Ciencias sociales,ingles,INGLÉS,ESPAÑOL,GUAYMURAS,1
Honduras,2022,300 - Ciencias sociales,portugues,PORTUGUÉS,ESPAÑOL,UNIVERSIDAD NACIONAL AUTONOMA DE HONDURAS- FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES,1
Honduras,2022,800 - Literatura y retórica,espanol,ESPAÑOL,ESPAÑOL,"MERLO, MELISSA",1
Honduras,2022,800 - Literatura y retórica,espanol,INGLÉS,ESPAÑOL,"SIMAN MAHOMAR, FRANCES LEONOR",1
Honduras,2022,800 - Literatura y retórica,ingles,INGLÉS,ESPAÑOL,"SIMAN MAHOMAR, FRANCES LEONOR",1
Honduras,2023,0 - Generalidades,espanol,INGLÉS,ESPAÑOL,JENNIFER ELIZABETH ZILLY (DE CANALES),1
Honduras,2023,0 - Generalidades,ingles,INGLÉS,ESPAÑOL,JENNIFER ELIZABETH ZILLY (DE CANALES),1
Honduras,2023,400  - Lenguas,espanol,MISKITO,ESPAÑOL,UNIVERSIDAD PEDAGOGICA NACIONAL FRANCISCO MORAZAN,1
Honduras,2023,800 - Literatura y retórica,espanol,INGLÉS,ESPAÑOL,EDITORIAL UNIVERSITARIA,1
Honduras,2023,800 - Literatura y retórica,espanol,MALTÉS,ESPAÑOL,EDITORIAL UNIVERSITARIA,1
Honduras,2023,800 - Literatura y retórica,ingles,INGLÉS,ESPAÑOL,EDITORIAL UNIVERSITARIA,1
Honduras,2023,800 - Literatura y retórica,ingles,INGLÉS,MULTILINGÜE,EDITORIAL UNIVERSITARIA,1
Honduras,2023,800 - Literatura y retórica,ingles,INGLÉS,MULTILINGÜE,MELISSA MERLO,1
Honduras,2023,900 - Geografía e historia,espanol,INGLÉS,ESPAÑOL,SECRETARIA DE EDUCACION,1
Honduras,2023,900 - Geografía e historia,ingles,INGLÉS,ESPAÑOL,SECRETARIA DE EDUCACION,1
Honduras,2024,800 - Literatura y retórica,espanol,ESPAÑOL,ESPAÑOL,"SIMAN MAHOMAR, FRANCES LEONOR",1
Honduras,2025,200 - Religión,espanol,INGLÉS,ESPAÑOL,"ORDOÑEZ CANELAS, RUDY ALONSO",1
Honduras,2025,200 - Religión,ingles,INGLÉS,ESPAÑOL,"ORDOÑEZ CANELAS, RUDY ALONSO",1
Honduras,2025,500 - Ciencias naturales y matemáticas,espanol,ESPAÑOL,ESPAÑOL,"GAITAN GUZMAN, MARINA ESTER",1
Honduras,2025,SIN IDENTIFICAR,ingles,INGLÉS,MULTILINGÜE,"GALDAMEZ RODRIGUEZ, FRANCISCO ANTONIO",1
México,2010,0 - Generalidades,espanol,ESPAÑOL,ESPAÑOL,CENGAGE LEARNING,1
México,2010,0 - Generalidades,espanol,ESPAÑOL,ESPAÑOL,COLIN Y ASOCIADOS,1
México,2010,0 - Generalidades,espanol,ESPAÑOL,ESPAÑOL,EDITORES MEXICANOS UNIDOS,1
México,2010,0 - Generalidades,espanol,ESPAÑOL,ESPAÑOL,EDITORIAL GES,1
México,2010,0 - Generalidades,espanol,ESPAÑOL,ESPAÑOL,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,1
México,2010,0 - Generalidades,espanol,FRANCÉS,ESPAÑOL,AM EDITORES,1
México,2010,0 - Generalidades,espanol,FRANCÉS,ESPAÑOL,EDICIONES LAROUSSE,16
México,2010,0 - Generalidades,espanol,FRANCÉS,ESPAÑOL,GRUPO EDITORIAL PATRIA,1
México,2010,0 - Generalidades,espanol,FRANCÉS,ESPAÑOL,SANTILLANA EDICIONES GENERALES,1
México,2010,0 - Generalidades,espanol,FRANCÉS,ESPAÑOL,UNIVERSIDAD VERACRUZANA,1
México,2010,0 - Generalidades,espanol,INGLÉS,ESPAÑOL,CENGAGE LEARNING,6
México,2010,0 - Generalidades,espanol,INGLÉS,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,2
México,2010,0 - Generalidades,espanol,INGLÉS,ESPAÑOL,PEARSON,34
México,2010,0 - Generalidades,espanol,INGLÉS,ESPAÑOL,PRODUCTOS Y DISENOS FINOS,5
México,2010,0 - Generalidades,espanol,INGLÉS,ESPAÑOL,SANTILLANA EDICIONES GENERALES,2
México,2010,0 - Generalidades,espanol,ITALIANO,ESPAÑOL,PRODUCTOS Y DISENOS FINOS,3
México,2010,0 - Generalidades,espanol,LATÍN,ESPAÑOL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2
México,2010,0 - Generalidades,espanol,NEERLANDÉS,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,1
México,2010,0 - Generalidades,espanol,PORTUGUÉS,ESPAÑOL,EDITORIAL NUEVA PALABRA,1
México,2010,0 - Generalidades,ingles,INGLÉS,ESPAÑOL,CENGAGE LEARNING,6
México,2010,0 - Generalidades,ingles,INGLÉS,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,2
México,2010,0 - Generalidades,ingles,INGLÉS,ESPAÑOL,PEARSON,34
México,2010,0 - Generalidades,ingles,INGLÉS,ESPAÑOL,PRODUCTOS Y DISENOS FINOS,5
México,2010,0 - Generalidades,ingles,INGLÉS,ESPAÑOL,SANTILLANA EDICIONES GENERALES,2
México,2010,0 - Generalidades,ingles,INGLÉS,INGLÉS,AGENCIA DE PUBLICACIONES MEXICO CENTRAL,1
México,2010,0 - Generalidades,portugues,PORTUGUÉS,ESPAÑOL,EDITORIAL NUEVA PALABRA,1
México,2010,100 - Filosofía y psicología,espanol,ALEMÁN,ESPAÑOL,CENTRO UNIVERSITARIO DOCTOR EMILIO CARDENAS,1
México,2010,100 - Filosofía y psicología,espanol,ALEMÁN,ESPAÑOL,EDITORIAL FONTAMARA,1
México,2010,100 - Filosofía y psicología,espanol,ALEMÁN,ESPAÑOL,EDITORIAL HERDER,1
México,2010,100 - Filosofía y psicología,espanol,ALEMÁN,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,2
México,2010,100 - Filosofía y psicología,espanol,ALEMÁN,ESPAÑOL,TUSQUETS EDITORES MEXICO,1
México,2010,100 - Filosofía y psicología,espanol,CHINO,ESPAÑOL,EDITORES MEXICANOS UNIDOS,1
México,2010,100 - Filosofía y psicología,espanol,ESPAÑOL,ESPAÑOL,EDITORES MEXICANOS UNIDOS,2
México,2010,100 - Filosofía y psicología,espanol,ESPAÑOL,ESPAÑOL,EDITORIAL GES,1
México,2010,100 - Filosofía y psicología,espanol,ESPAÑOL,ESPAÑOL,EDITORIAL PICOLO,1
México,2010,100 - Filosofía y psicología,espanol,ESPAÑOL,ESPAÑOL,GRUPO EDITORIAL TOMO,1
México,2010,100 - Filosofía y psicología,espanol,FRANCÉS,ESPAÑOL,CUADERNOS DE LA ESCUELA SAN JUAN,8
México,2010,100 - Filosofía y psicología,espanol,FRANCÉS,ESPAÑOL,EDITORIAL LECTORUM,3
México,2010,100 - Filosofía y psicología,espanol,FRANCÉS,ESPAÑOL,EDITORIAL ME CAYO EL VEINTE,2
México,2010,100 - Filosofía y psicología,espanol,FRANCÉS,ESPAÑOL,SANTILLANA EDICIONES GENERALES,8
México,2010,100 - Filosofía y psicología,espanol,FRANCÉS,ESPAÑOL,TUSQUETS EDITORES MEXICO,3
México,2010,100 - Filosofía y psicología,espanol,HINDÍ,ESPAÑOL,GRUPO EDITORIAL TOMO,1
México,2010,100 - Filosofía y psicología,espanol,INGLÉS,ESPAÑOL,CENGAGE LEARNING,26
México,2010,100 - Filosofía y psicología,espanol,INGLÉS,ESPAÑOL,EDITORES MEXICANOS UNIDOS,22
México,2010,100 - Filosofía y psicología,espanol,INGLÉS,ESPAÑOL,EDITORIAL OCEANO,7
México,2010,100 - Filosofía y psicología,espanol,INGLÉS,ESPAÑOL,GRUPO EDITORIAL TOMO,11
México,2010,100 - Filosofía y psicología,espanol,INGLÉS,ESPAÑOL,PANORAMA EDITORIAL,29
México,2010,100 - Filosofía y psicología,espanol,ITALIANO,ESPAÑOL,JUAN PABLOS EDITOR,1
México,2010,100 - Filosofía y psicología,espanol,ITALIANO,ESPAÑOL,PLAZA Y VALDES,1
México,2010,100 - Filosofía y psicología,espanol,LATÍN,ESPAÑOL,LOS LIBROS DE HOMERO,1
México,2010,100 - Filosofía y psicología,espanol,LENGUA NO DETERMINADA,ESPAÑOL,MENDOZA RUIZ FORTINO RAMON,1
México,2010,100 - Filosofía y psicología,espanol,PORTUGUÉS,ESPAÑOL,SANTILLANA EDICIONES GENERALES,3
México,2010,100 - Filosofía y psicología,espanol,RUSO,ESPAÑOL,SIGLO XXI EDITORES,1
México,2010,100 - Filosofía y psicología,ingles,INGLÉS,ESPAÑOL,CENGAGE LEARNING,26
México,2010,100 - Filosofía y psicología,ingles,INGLÉS,ESPAÑOL,EDITORES MEXICANOS UNIDOS,22
México,2010,100 - Filosofía y psicología,ingles,INGLÉS,ESPAÑOL,EDITORIAL OCEANO,7
México,2010,100 - Filosofía y psicología,ingles,INGLÉS,ESPAÑOL,GRUPO EDITORIAL TOMO,11
México,2010,100 - Filosofía y psicología,ingles,INGLÉS,ESPAÑOL,PANORAMA EDITORIAL,29
México,2010,100 - Filosofía y psicología,ingles,INGLÉS,MULTILINGÜE,CENGAGE LEARNING,2
México,2010,100 - Filosofía y psicología,portugues,PORTUGUÉS,ESPAÑOL,SANTILLANA EDICIONES GENERALES,3
México,2010,200 - Religión,espanol,ALEMÁN,ESPAÑOL,EDITORIAL ALBA,1
México,2010,200 - Religión,espanol,ALEMÁN,ESPAÑOL,UNIVERSIDAD AUTONOMA METROPOLITANA,1
México,2010,200 - Religión,espanol,ESPAÑOL,ESPAÑOL,"EDEBE, EDICIONES INTERNACIONALES",3
México,2010,200 - Religión,espanol,ESPAÑOL,ESPAÑOL,FERRO HERRERA MIGUEL,1
México,2010,200 - Religión,espanol,ESPAÑOL,ESPAÑOL,"RAZO VAZQUEZ, MARCELA GUADALUPE",1
México,2010,200 - Religión,espanol,FRANCÉS,ESPAÑOL,CUADERNOS DE LA ESCUELA SAN JUAN,1
México,2010,200 - Religión,espanol,FRANCÉS,ESPAÑOL,EDICIONES PAULINAS,1
México,2010,200 - Religión,espanol,FRANCÉS,ESPAÑOL,EDITORA Y DISTRIBUIDORA YUG,1
México,2010,200 - Religión,espanol,FRANCÉS,ESPAÑOL,EDITORIAL ALBA,1
México,2010,200 - Religión,espanol,FRANCÉS,ESPAÑOL,OBRA NACIONAL DE LA BUENA PRENSA,5
México,2010,200 - Religión,espanol,GRIEGO,ESPAÑOL,"SAMAAN, CHADI",1
México,2010,200 - Religión,espanol,INGLÉS,ESPAÑOL,AGENCIA DE PUBLICACIONES MEXICO CENTRAL,9
México,2010,200 - Religión,espanol,INGLÉS,ESPAÑOL,EDITORIAL ALBA,1
México,2010,200 - Religión,espanol,INGLÉS,ESPAÑOL,EDITORIAL LECTORUM,4
México,2010,200 - Religión,espanol,INGLÉS,ESPAÑOL,MA NON TROPPO EDICIONES,2
México,2010,200 - Religión,espanol,INGLÉS,ESPAÑOL,"SCHOBER, WILLIAM ANTHONY",3
México,2010,200 - Religión,espanol,ITALIANO,ESPAÑOL,ASOCIACION MEXICANA DE PROMOCION Y CULTURA SOCIAL,1
México,2010,200 - Religión,espanol,ITALIANO,ESPAÑOL,EDICIONES PAULINAS,2
México,2010,200 - Religión,espanol,ITALIANO,ESPAÑOL,EDITORIAL ALBA,1
México,2010,200 - Religión,espanol,ITALIANO,ESPAÑOL,EDITORIAL HERDER,1
México,2010,200 - Religión,espanol,ITALIANO,ESPAÑOL,OBRA NACIONAL DE LA BUENA PRENSA,16
México,2010,200 - Religión,espanol,JAPONÉS,ESPAÑOL,SOKA GAKKAI DE MEXICO,3
México,2010,200 - Religión,espanol,PORTUGUÉS,ESPAÑOL,EDICIONES DABAR,11
México,2010,200 - Religión,espanol,PORTUGUÉS,ESPAÑOL,EDICIONES PAULINAS,1
México,2010,200 - Religión,espanol,PORTUGUÉS,ESPAÑOL,EDITORIAL ALBA,1
México,2010,200 - Religión,espanol,PORTUGUÉS,ESPAÑOL,EDITORIAL NUEVA PALABRA,1
México,2010,200 - Religión,espanol,PORTUGUÉS,ESPAÑOL,OBRA NACIONAL DE LA BUENA PRENSA,6
México,2010,200 - Religión,ingles,INGLÉS,ESPAÑOL,AGENCIA DE PUBLICACIONES MEXICO CENTRAL,9
México,2010,200 - Religión,ingles,INGLÉS,ESPAÑOL,EDITORIAL ALBA,1
México,2010,200 - Religión,ingles,INGLÉS,ESPAÑOL,EDITORIAL LECTORUM,4
México,2010,200 - Religión,ingles,INGLÉS,ESPAÑOL,MA NON TROPPO EDICIONES,2
México,2010,200 - Religión,ingles,INGLÉS,ESPAÑOL,"SCHOBER, WILLIAM ANTHONY",3
México,2010,200 - Religión,ingles,INGLÉS,INGLÉS,AGENCIA DE PUBLICACIONES MEXICO CENTRAL,3
México,2010,200 - Religión,ingles,INGLÉS,INGLÉS,LA TORRE DEL VIGIA,1
México,2010,200 - Religión,ingles,INGLÉS,MULTILINGÜE,"PENA GUTIERREZ, OFIR",1
México,2010,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,EDICIONES DABAR,11
México,2010,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,EDICIONES PAULINAS,1
México,2010,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,EDITORIAL ALBA,1
México,2010,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,EDITORIAL NUEVA PALABRA,1
México,2010,200 - Religión,portugues,PORTUGUÉS,ESPAÑOL,OBRA NACIONAL DE LA BUENA PRENSA,6
México,2010,300 - Ciencias sociales,espanol,ALEMÁN,ESPAÑOL,BONILLA ARTIGAS EDITORES,1
México,2010,300 - Ciencias sociales,espanol,ALEMÁN,ESPAÑOL,EDICIONES COYOACAN,3
México,2010,300 - Ciencias sociales,espanol,ALEMÁN,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,1
México,2010,300 - Ciencias sociales,espanol,ALEMÁN,ESPAÑOL,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,1
México,2010,300 - Ciencias sociales,espanol,ALEMÁN,ESPAÑOL,SANTILLANA EDICIONES GENERALES,1
México,2010,300 - Ciencias sociales,espanol,CATALÁN,ESPAÑOL,"EDEBE, EDICIONES INTERNACIONALES",1
México,2010,300 - Ciencias sociales,espanol,CHINO,ESPAÑOL,CELISTIA,1
México,2010,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,CENGAGE LEARNING,1
México,2010,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,CENTRO DE TRANSPORTE SUSTENTABLE DE MEXICO,2
México,2010,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,INSTITUTO NACIONAL DE LENGUAS INDIGENAS,18
México,2010,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,SIGLO XXI EDITORES,4
México,2010,300 - Ciencias sociales,espanol,ESPAÑOL,ESPAÑOL,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,2
México,2010,300 - Ciencias sociales,espanol,FRANCÉS,ESPAÑOL,EDICIONES LAROUSSE,1
México,2010,300 - Ciencias sociales,espanol,FRANCÉS,ESPAÑOL,EDITORIAL JUVENTUD,1
México,2010,300 - Ciencias sociales,espanol,FRANCÉS,ESPAÑOL,EL COLEGIO DE MEXICO,1
México,2010,300 - Ciencias sociales,espanol,FRANCÉS,ESPAÑOL,SELECTOR,3
México,2010,300 - Ciencias sociales,espanol,FRANCÉS,ESPAÑOL,TUSQUETS EDITORES MEXICO,2
México,2010,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,CENGAGE LEARNING,33
México,2010,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,EDITORIAL OCEANO,8
México,2010,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,PANORAMA EDITORIAL,18
México,2010,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,PEARSON,81
México,2010,300 - Ciencias sociales,espanol,INGLÉS,ESPAÑOL,SANTILLANA EDICIONES GENERALES,12
México,2010,300 - Ciencias sociales,espanol,ITALIANO,ESPAÑOL,EDICIONES PAULINAS,1
México,2010,300 - Ciencias sociales,espanol,ITALIANO,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,1
México,2010,300 - Ciencias sociales,espanol,ITALIANO,ESPAÑOL,INSTITUTO NACIONAL DE CIENCIAS PENALES,1
México,2010,300 - Ciencias sociales,espanol,ITALIANO,ESPAÑOL,SUPREMA CORTE DE JUSTICIA DE LA NACION,1
